[time] 0.0000052 [qo_L]   (-0.690291, 0.150330, 0.060592, 1.259782, -0.051772, 0.202869, 1.642893)
[time] 0.0000052 [dqo_L]  (-0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000000)
[time] 0.0000052 [q_L]    (-0.690291, 0.150330, 0.060592, 1.259782, -0.051772, 0.202869, 1.642893)
[time] 0.0000052 [dq_L]   (0.003534, 0.000785, -0.005498, -0.017279, 0.009032, -0.008639, 0.089143)
[time] 0.0000052 [tau_L]  (-0.010603, -0.002356, 0.008796, 0.034558, -0.005419, 0.017279, -0.026743)
[time] 0.0000052 [qo_R]   (0.777728, 0.160684, 0.036816, 1.271670, -0.250039, 0.188680, -1.674340)
[time] 0.0000052 [dqo_R]  (0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000)
[time] 0.0000052 [q_R]    (0.777728, 0.160684, 0.036816, 1.271670, -0.250039, 0.188680, -1.674340)
[time] 0.0000052 [dq_R]   (0.003142, 0.022384, 0.007461, 0.004320, -0.004320, -0.006283, 0.011781)
[time] 0.0000052 [tau_R]  (-0.009425, -0.067152, -0.011938, -0.008639, 0.002592, 0.012566, -0.003534)
[time] 0.0101390 [qo_L]   (-0.690291, 0.150330, 0.060592, 1.259782, -0.051772, 0.202869, 1.642893)
[time] 0.0101390 [dqo_L]  (-0.000002, 0.000006, -0.000001, 0.000004, 0.000002, 0.000005, -0.000001)
[time] 0.0101390 [q_L]    (-0.689908, 0.151097, 0.060592, 1.259398, -0.052155, 0.203252, 1.644811)
[time] 0.0101390 [dq_L]   (-0.008639, -0.005890, -0.047517, -0.029452, 0.002749, -0.027489, 0.251327)
[time] 0.0101390 [tau_L]  (0.020158, 0.006186, 0.076025, 0.062747, -0.000497, 0.051152, -0.078275)
[time] 0.0101390 [qo_R]   (0.777728, 0.160685, 0.036816, 1.271670, -0.250039, 0.188680, -1.674340)
[time] 0.0101390 [dqo_R]  (0.000000, 0.000006, -0.000001, 0.000003, 0.000005, 0.000005, 0.000002)
[time] 0.0101390 [q_R]    (0.777345, 0.160684, 0.037583, 1.270903, -0.249655, 0.189830, -1.674340)
[time] 0.0101390 [dq_R]   (-0.023562, 0.000393, -0.001963, -0.009032, 0.000000, -0.014530, 0.009425)
[time] 0.0101390 [tau_R]  (0.076439, -0.001160, -0.002996, 0.025741, -0.001147, 0.017565, -0.002827)
[time] 0.0201073 [qo_L]   (-0.690291, 0.150330, 0.060592, 1.259782, -0.051772, 0.202869, 1.642893)
[time] 0.0201073 [dqo_L]  (-0.000009, 0.000024, -0.000004, 0.000015, 0.000009, 0.000018, -0.000006)
